Transcript stable ID	NCBI gene ID
ENSMUST00000140998	230088
ENSMUST00000185755	
ENSMUST00000228258	
ENSMUST00000226405	
ENSMUST00000118116	
ENSMUST00000116649	
ENSMUST00000227906	
ENSMUST00000037321	140918
ENSMUST00000120484	140918
ENSMUST00000120801	140918
ENSMUST00000047023	338349
ENSMUST00000107190	338349
ENSMUST00000102819	338349
ENSMUST00000169371	338349
ENSMUST00000226738	
ENSMUST00000203733	
ENSMUST00000177947	
ENSMUST00000207583	22141
ENSMUST00000208442	22141
ENSMUST00000033341	22141
ENSMUST00000119474	22141
ENSMUST00000147943	22141
ENSMUST00000177680	
ENSMUST00000039763	215751
ENSMUST00000133796	215751
ENSMUST00000124838	215751
ENSMUST00000124447	215751
ENSMUST00000188270	215751
ENSMUST00000065124	215751
ENSMUST00000106097	100039968
ENSMUST00000094712	100039968
ENSMUST00000212296	
ENSMUST00000122420	
ENSMUST00000066497	59057
ENSMUST00000153337	59057
ENSMUST00000148525	59057
ENSMUST00000022508	19256
ENSMUST00000227887	19256
ENSMUST00000226512	19256
ENSMUST00000219756	
ENSMUST00000170521	100040657
ENSMUST00000178577	100040657
ENSMUST00000220643	
ENSMUST00000171853	
ENSMUST00000096852	100040937
ENSMUST00000218455	
ENSMUST00000012796	69930
ENSMUST00000048015	69930
ENSMUST00000107986	69930
ENSMUST00000145622	69930
ENSMUST00000139061	69930
ENSMUST00000151659	69930
ENSMUST00000135130	69930
ENSMUST00000197701	
ENSMUST00000199734	
ENSMUST00000189888	22767
ENSMUST00000065545	22767
ENSMUST00000191538	
ENSMUST00000219198	102635512
ENSMUST00000218503	102635512
ENSMUST00000187911	665934
ENSMUST00000187409	665934
ENSMUST00000140650	665934
ENSMUST00000058651	100470
ENSMUST00000142457	100470
ENSMUST00000210849	
ENSMUST00000174694	
ENSMUST00000153083	
ENSMUST00000180376	231128
ENSMUST00000202503	231128
ENSMUST00000201005	231128
ENSMUST00000181379	231128
ENSMUST00000094867	231128
ENSMUST00000014546	22088
ENSMUST00000146130	22088
ENSMUST00000209538	22088
ENSMUST00000156335	22088
ENSMUST00000211076	22088
ENSMUST00000211595	22088
ENSMUST00000210664	22088
ENSMUST00000140693	22088
ENSMUST00000143413	22088
ENSMUST00000019721	27273
ENSMUST00000203347	27273
ENSMUST00000134068	27273
ENSMUST00000234749	
ENSMUST00000082303	12819
ENSMUST00000102917	12819
ENSMUST00000124105	12819
ENSMUST00000148103	12819
ENSMUST00000140094	12819
ENSMUST00000140413	12819
ENSMUST00000107731	12819
ENSMUST00000146967	12819
ENSMUST00000107730	12819
ENSMUST00000076756	387341
ENSMUST00000143391	
ENSMUST00000042755	11576
ENSMUST00000200693	11576
ENSMUST00000201061	11576
ENSMUST00000200728	11576
ENSMUST00000202209	11576
ENSMUST00000122114	
ENSMUST00000029275	16183
ENSMUST00000090500	106393
ENSMUST00000023161	106393
ENSMUST00000133440	106393
ENSMUST00000132284	106393
ENSMUST00000230817	106393
ENSMUST00000072404	387340
ENSMUST00000021772	380836
ENSMUST00000225296	380836
ENSMUST00000224170	380836
ENSMUST00000224894	380836
ENSMUST00000182253	
ENSMUST00000130205	69854
ENSMUST00000113807	227682
ENSMUST00000156846	227682
ENSMUST00000048044	227682
ENSMUST00000176312	227682
ENSMUST00000177467	227682
ENSMUST00000177133	227682
ENSMUST00000176167	227682
ENSMUST00000148120	227682
ENSMUST00000113803	227682
ENSMUST00000175644	227682
ENSMUST00000053652	57252
ENSMUST00000181562	100041735
ENSMUST00000178220	100041735
ENSMUST00000213041	
ENSMUST00000080619	387346
ENSMUST00000198865	19228
ENSMUST00000006005	19228
ENSMUST00000199862	19228
ENSMUST00000196057	19228
ENSMUST00000199791	19228
ENSMUST00000166716	19228
ENSMUST00000221184	
ENSMUST00000181880	
ENSMUST00000145548	
ENSMUST00000029698	
ENSMUST00000119002	
ENSMUST00000156421	
ENSMUST00000145172	
ENSMUST00000223070	102640913
ENSMUST00000222162	102640913
ENSMUST00000205530	102640913
ENSMUST00000203562	
ENSMUST00000023361	94184
ENSMUST00000150435	94184
ENSMUST00000127432	94184
ENSMUST00000115804	94184
ENSMUST00000152450	94184
ENSMUST00000154150	94184
ENSMUST00000124860	94184
ENSMUST00000144913	94184
ENSMUST00000148848	94184
ENSMUST00000115803	94184
ENSMUST00000115802	94184
ENSMUST00000139859	94184
ENSMUST00000151774	94184
ENSMUST00000148551	94184
ENSMUST00000137715	94184
ENSMUST00000238109	
ENSMUST00000072632	
ENSMUST00000222007	
ENSMUST00000169144	
ENSMUST00000179745	
ENSMUST00000223003	
ENSMUST00000222294	
ENSMUST00000181722	
ENSMUST00000236952	
ENSMUST00000237383	
ENSMUST00000206366	
ENSMUST00000206686	
ENSMUST00000037220	
ENSMUST00000208099	
ENSMUST00000181472	
ENSMUST00000180602	
ENSMUST00000180965	
ENSMUST00000181216	
ENSMUST00000223224	
ENSMUST00000045550	381560
ENSMUST00000150104	381560
ENSMUST00000143642	381560
ENSMUST00000238203	621580
ENSMUST00000108002	621580
ENSMUST00000238203	100862220
ENSMUST00000108002	100862220
ENSMUST00000212589	
ENSMUST00000222487	71164
ENSMUST00000091493	71164
ENSMUST00000222951	71164
ENSMUST00000077273	
ENSMUST00000133362	
ENSMUST00000110244	
ENSMUST00000140798	
ENSMUST00000182273	
ENSMUST00000050149	320878
ENSMUST00000106647	320878
ENSMUST00000106648	320878
ENSMUST00000037991	320878
ENSMUST00000150428	320878
ENSMUST00000144509	320878
ENSMUST00000215412	320878
ENSMUST00000216652	320878
ENSMUST00000051308	320878
ENSMUST00000033033	320878
ENSMUST00000106645	320878
ENSMUST00000213108	320878
ENSMUST00000140202	320878
ENSMUST00000050149	100504195
ENSMUST00000106647	100504195
ENSMUST00000106648	100504195
ENSMUST00000037991	100504195
ENSMUST00000150428	100504195
ENSMUST00000144509	100504195
ENSMUST00000215412	100504195
ENSMUST00000216652	100504195
ENSMUST00000051308	100504195
ENSMUST00000033033	100504195
ENSMUST00000106645	100504195
ENSMUST00000213108	100504195
ENSMUST00000140202	100504195
ENSMUST00000201811	
ENSMUST00000147230	
ENSMUST00000180853	
ENSMUST00000118070	
ENSMUST00000140300	
ENSMUST00000173886	435946
ENSMUST00000119700	
ENSMUST00000007865	234388
ENSMUST00000212680	234388
ENSMUST00000219083	
ENSMUST00000228849	
ENSMUST00000165985	
ENSMUST00000046633	106064
ENSMUST00000228421	106064
ENSMUST00000178768	
ENSMUST00000035269	19309
ENSMUST00000113483	19309
ENSMUST00000142755	19309
ENSMUST00000139775	19309
ENSMUST00000121811	
ENSMUST00000146417	384198
ENSMUST00000149617	384198
ENSMUST00000176621	384198
ENSMUST00000175974	384198
ENSMUST00000131166	384198
ENSMUST00000176448	384198
ENSMUST00000082382	384198
ENSMUST00000040677	67484
ENSMUST00000156237	67484
ENSMUST00000101625	
ENSMUST00000212585	
ENSMUST00000147580	320360
ENSMUST00000055993	320360
ENSMUST00000120876	320360
ENSMUST00000133876	320360
ENSMUST00000137385	320360
ENSMUST00000129629	320360
ENSMUST00000205080	
ENSMUST00000212462	
ENSMUST00000188269	
ENSMUST00000067469	239408
ENSMUST00000066091	17125
ENSMUST00000109885	17125
ENSMUST00000210678	17125
ENSMUST00000215983	17125
ENSMUST00000066081	17125
ENSMUST00000204675	
ENSMUST00000197998	
ENSMUST00000219264	76983
ENSMUST00000219434	76983
ENSMUST00000021335	76983
ENSMUST00000219799	76983
ENSMUST00000218131	76983
ENSMUST00000219686	76983
ENSMUST00000218138	76983
ENSMUST00000203023	
ENSMUST00000044691	213539
ENSMUST00000155484	213539
ENSMUST00000187602	213539
ENSMUST00000189741	213539
ENSMUST00000053375	78826
ENSMUST00000150494	78826
ENSMUST00000118666	78826
ENSMUST00000103580	
ENSMUST00000089667	30053
ENSMUST00000205240	30053
ENSMUST00000167492	30053
ENSMUST00000033074	27973
ENSMUST00000206053	27973
ENSMUST00000119922	27973
ENSMUST00000203207	
ENSMUST00000203328	50918
ENSMUST00000096744	50918
ENSMUST00000203566	50918
ENSMUST00000204541	50918
ENSMUST00000164553	50918
ENSMUST00000178426	
ENSMUST00000100960	
ENSMUST00000171587	
ENSMUST00000122322	
ENSMUST00000202955	
ENSMUST00000136092	71148
ENSMUST00000106858	71148
ENSMUST00000137348	71148
ENSMUST00000149259	71148
ENSMUST00000143417	71148
ENSMUST00000144219	71148
ENSMUST00000134533	71148
ENSMUST00000097945	71148
ENSMUST00000147491	71148
ENSMUST00000106857	71148
ENSMUST00000151588	71148
ENSMUST00000124348	71148
ENSMUST00000106855	71148
ENSMUST00000128536	71148
ENSMUST00000030247	71148
ENSMUST00000117080	
ENSMUST00000228184	
ENSMUST00000180687	
ENSMUST00000119150	
ENSMUST00000113958	
ENSMUST00000186661	
ENSMUST00000223496	68480
ENSMUST00000221443	68480
ENSMUST00000048946	68480
ENSMUST00000222733	68480
ENSMUST00000223159	68480
ENSMUST00000032207	50928
ENSMUST00000221732	
ENSMUST00000209425	76971
ENSMUST00000063509	76971
ENSMUST00000125941	76971
ENSMUST00000211800	76971
ENSMUST00000210396	76971
ENSMUST00000210366	76971
ENSMUST00000209972	76971
ENSMUST00000168252	76971
ENSMUST00000103646	
ENSMUST00000118038	
ENSMUST00000192793	241989
ENSMUST00000195436	241989
ENSMUST00000195537	241989
ENSMUST00000166505	241989
ENSMUST00000080898	100041585
ENSMUST00000187842	
ENSMUST00000166474	
ENSMUST00000188967	
ENSMUST00000205364	233905
ENSMUST00000131000	233905
ENSMUST00000050383	233905
ENSMUST00000206340	233905
ENSMUST00000225171	
ENSMUST00000195310	
ENSMUST00000214129	
ENSMUST00000100870	
ENSMUST00000031146	56183
ENSMUST00000213846	
ENSMUST00000213320	
ENSMUST00000219023	
ENSMUST00000203637	
ENSMUST00000224555	
ENSMUST00000059667	170638
ENSMUST00000106246	170638
ENSMUST00000126995	170638
ENSMUST00000136619	170638
ENSMUST00000152194	170638
ENSMUST00000203491	
ENSMUST00000215218	
ENSMUST00000189202	
ENSMUST00000214163	
ENSMUST00000181193	102634580
ENSMUST00000115649	
ENSMUST00000051809	68632
ENSMUST00000226538	
ENSMUST00000215843	
ENSMUST00000187559	
ENSMUST00000160626	
ENSMUST00000224609	
ENSMUST00000197765	
ENSMUST00000196732	
ENSMUST00000220333	
ENSMUST00000217088	
ENSMUST00000217483	
ENSMUST00000160079	
ENSMUST00000197735	
ENSMUST00000213330	69443
ENSMUST00000217501	69443
ENSMUST00000215747	69443
ENSMUST00000197034	
ENSMUST00000143162	
ENSMUST00000053376	
ENSMUST00000128194	
ENSMUST00000142863	
ENSMUST00000130033	
ENSMUST00000127032	
ENSMUST00000148430	
ENSMUST00000232858	
ENSMUST00000129681	
ENSMUST00000155166	
ENSMUST00000089450	239552
ENSMUST00000070911	239552
ENSMUST00000229445	239552
ENSMUST00000230332	239552
ENSMUST00000229332	239552
ENSMUST00000230531	67739
ENSMUST00000117892	67739
ENSMUST00000135073	67739
ENSMUST00000229084	67739
ENSMUST00000054415	244219
ENSMUST00000106263	244219
ENSMUST00000106261	244219
ENSMUST00000106262	244219
ENSMUST00000144721	244219
ENSMUST00000150961	244219
ENSMUST00000200370	
ENSMUST00000213592	
ENSMUST00000203600	18752
ENSMUST00000100301	18752
ENSMUST00000172109	18752
ENSMUST00000203081	18752
ENSMUST00000203454	18752
ENSMUST00000218264	
ENSMUST00000198488	
ENSMUST00000098361	75773
ENSMUST00000148610	
ENSMUST00000215902	235047
ENSMUST00000213350	235047
ENSMUST00000213371	235047
ENSMUST00000215618	235047
ENSMUST00000072465	235047
ENSMUST00000215583	235047
ENSMUST00000198178	
ENSMUST00000182071	
ENSMUST00000198280	
ENSMUST00000119320	
ENSMUST00000201862	
ENSMUST00000216740	
ENSMUST00000214651	
ENSMUST00000217125	
ENSMUST00000121459	
ENSMUST00000059562	108927
ENSMUST00000137954	108927
ENSMUST00000147139	108927
ENSMUST00000196913	108927
ENSMUST00000072018	236266
ENSMUST00000213058	236266
ENSMUST00000201244	236266
ENSMUST00000202809	236266
ENSMUST00000201221	236266
ENSMUST00000200011	17897
ENSMUST00000079784	17897
ENSMUST00000124267	17897
ENSMUST00000136695	17897
ENSMUST00000153142	17897
ENSMUST00000105845	13844
ENSMUST00000059287	13844
ENSMUST00000105846	13844
ENSMUST00000156558	13844
ENSMUST00000144573	13844
ENSMUST00000151502	13844
ENSMUST00000205199	
ENSMUST00000218808	
ENSMUST00000165887	73712
ENSMUST00000085691	73712
ENSMUST00000085688	73712
ENSMUST00000188578	73712
ENSMUST00000041703	73712
ENSMUST00000054427	73712
ENSMUST00000119618	
ENSMUST00000218783	
ENSMUST00000236252	
ENSMUST00000120143	21985
ENSMUST00000091355	21985
ENSMUST00000091354	21985
ENSMUST00000094381	21985
ENSMUST00000121038	21985
ENSMUST00000063496	21985
ENSMUST00000145905	21985
ENSMUST00000134788	21985
ENSMUST00000124956	21985
ENSMUST00000129736	21985
ENSMUST00000155450	21985
ENSMUST00000218509	
ENSMUST00000148974	
ENSMUST00000132154	74621
ENSMUST00000200941	52331
ENSMUST00000050952	52331
ENSMUST00000202332	52331
ENSMUST00000197821	
ENSMUST00000105473	215085
ENSMUST00000189848	
ENSMUST00000212171	
ENSMUST00000026677	
ENSMUST00000204884	
ENSMUST00000147765	11863
ENSMUST00000102749	11863
ENSMUST00000107161	11863
ENSMUST00000107160	11863
ENSMUST00000149051	11863
ENSMUST00000156653	11863
ENSMUST00000140060	11863
ENSMUST00000136413	11863
ENSMUST00000147094	11863
ENSMUST00000090804	11863
ENSMUST00000015666	11863
ENSMUST00000113149	244958
ENSMUST00000049457	244958
ENSMUST00000179313	244958
ENSMUST00000203576	
ENSMUST00000079838	56233
ENSMUST00000116408	56233
ENSMUST00000088402	56233
ENSMUST00000151334	56233
ENSMUST00000121514	56233
ENSMUST00000119670	56233
ENSMUST00000116409	56233
ENSMUST00000118294	56233
ENSMUST00000120683	56233
ENSMUST00000228466	56233
ENSMUST00000156045	56233
ENSMUST00000135651	56233
ENSMUST00000134258	56233
ENSMUST00000011896	18648
ENSMUST00000237510	18648
ENSMUST00000235468	18648
ENSMUST00000195318	
ENSMUST00000112562	17142
ENSMUST00000076986	17142
ENSMUST00000197754	
ENSMUST00000228016	
ENSMUST00000227634	75288
ENSMUST00000138884	75288
ENSMUST00000074368	75288
ENSMUST00000135254	75288
ENSMUST00000123534	75288
ENSMUST00000146164	75288
ENSMUST00000097152	
ENSMUST00000015941	64918
ENSMUST00000174364	100042976
ENSMUST00000126662	
ENSMUST00000118711	
ENSMUST00000205915	103968
ENSMUST00000178257	103968
ENSMUST00000205553	103968
ENSMUST00000206083	103968
ENSMUST00000205747	103968
ENSMUST00000205413	103968
ENSMUST00000032762	103968
ENSMUST00000207881	
ENSMUST00000227442	
ENSMUST00000109966	69020
ENSMUST00000131496	69020
ENSMUST00000109967	69020
ENSMUST00000147641	69020
ENSMUST00000145100	69020
ENSMUST00000229652	69020
ENSMUST00000156444	69020
ENSMUST00000178086	
ENSMUST00000121394	330657
ENSMUST00000205300	330657
ENSMUST00000101272	19694
ENSMUST00000220050	
ENSMUST00000138345	72578
ENSMUST00000137459	72578
ENSMUST00000185626	72578
ENSMUST00000203179	
ENSMUST00000048686	
ENSMUST00000178192	100043920
ENSMUST00000178192	100862261
ENSMUST00000105762	
ENSMUST00000093470	17961
ENSMUST00000163856	17961
ENSMUST00000207730	67091
ENSMUST00000136873	67091
ENSMUST00000147114	67091
ENSMUST00000002112	67091
ENSMUST00000108455	67091
ENSMUST00000129808	67091
ENSMUST00000135972	67091
ENSMUST00000159296	
ENSMUST00000188897	
ENSMUST00000191614	
ENSMUST00000221520	
ENSMUST00000228454	
ENSMUST00000098858	16532
ENSMUST00000210273	16532
ENSMUST00000120653	16532
ENSMUST00000126226	16532
ENSMUST00000189525	
ENSMUST00000200867	
ENSMUST00000220518	11906
ENSMUST00000212094	11906
ENSMUST00000221632	11906
ENSMUST00000221100	11906
ENSMUST00000221237	11906
ENSMUST00000188994	11906
ENSMUST00000043896	11906
ENSMUST00000204975	
ENSMUST00000228303	
ENSMUST00000227457	
ENSMUST00000227562	
ENSMUST00000057516	
ENSMUST00000122287	
ENSMUST00000220806	
ENSMUST00000154615	78071
ENSMUST00000087853	381833
ENSMUST00000188719	
ENSMUST00000200918	
ENSMUST00000220661	
ENSMUST00000059880	
ENSMUST00000220476	
ENSMUST00000186377	
ENSMUST00000185605	
ENSMUST00000220958	
ENSMUST00000139347	17356
ENSMUST00000156591	17356
ENSMUST00000139666	17356
ENSMUST00000137708	17356
ENSMUST00000137784	17356
ENSMUST00000150848	17356
ENSMUST00000137495	17356
ENSMUST00000137503	17356
ENSMUST00000141640	17356
ENSMUST00000239324	17356
ENSMUST00000136087	17356
ENSMUST00000123030	17356
ENSMUST00000137531	17356
ENSMUST00000124188	17356
ENSMUST00000133422	17356
ENSMUST00000124922	17356
ENSMUST00000170827	17356
ENSMUST00000032981	
ENSMUST00000000809	114479
ENSMUST00000217740	
ENSMUST00000051330	
ENSMUST00000222801	
ENSMUST00000062232	18185
ENSMUST00000178694	18185
ENSMUST00000228351	18185
ENSMUST00000226858	18185
ENSMUST00000228287	18185
ENSMUST00000228902	18185
ENSMUST00000111404	18185
ENSMUST00000220506	26950
ENSMUST00000072299	26950
ENSMUST00000183414	
ENSMUST00000196818	
ENSMUST00000197905	
ENSMUST00000203114	
ENSMUST00000223367	
ENSMUST00000219114	
ENSMUST00000205267	
ENSMUST00000221858	
ENSMUST00000208417	
ENSMUST00000184842	
ENSMUST00000220313	
ENSMUST00000190558	
ENSMUST00000178446	
ENSMUST00000091737	
ENSMUST00000049242	216011
ENSMUST00000070514	17962
ENSMUST00000184540	
ENSMUST00000220684	14088
ENSMUST00000073029	14088
ENSMUST00000161977	14088
ENSMUST00000160166	14088
ENSMUST00000163091	14088
ENSMUST00000099444	14088
ENSMUST00000160336	14088
ENSMUST00000160333	14088
ENSMUST00000159056	14088
ENSMUST00000161656	14088
ENSMUST00000160151	14088
ENSMUST00000160735	14088
ENSMUST00000162971	14088
ENSMUST00000162375	14088
ENSMUST00000161507	14088
ENSMUST00000159024	14088
ENSMUST00000221054	14088
ENSMUST00000160931	14088
ENSMUST00000160617	14088
ENSMUST00000143616	227683
ENSMUST00000176348	227683
ENSMUST00000028137	227683
ENSMUST00000148791	227683
ENSMUST00000142694	227683
ENSMUST00000138233	227683
ENSMUST00000238328	100862220
ENSMUST00000107988	100862220
ENSMUST00000238328	100862247
ENSMUST00000107988	100862247
ENSMUST00000131222	
ENSMUST00000127333	
ENSMUST00000178403	
ENSMUST00000219782	
ENSMUST00000008748	94232
ENSMUST00000194303	94232
ENSMUST00000192962	94232
ENSMUST00000192687	94232
ENSMUST00000195498	94232
ENSMUST00000220094	
ENSMUST00000219324	
ENSMUST00000217859	
ENSMUST00000207605	
ENSMUST00000031486	19079
ENSMUST00000111999	19079
ENSMUST00000143146	19079
ENSMUST00000143524	19079
ENSMUST00000133098	19079
ENSMUST00000148208	19079
ENSMUST00000147343	19079
ENSMUST00000141018	19079
ENSMUST00000152174	19079
ENSMUST00000178995	
ENSMUST00000201435	102633504
ENSMUST00000108491	384557
ENSMUST00000121235	
ENSMUST00000178899	
ENSMUST00000146416	72397
ENSMUST00000050069	72397
ENSMUST00000138008	72397
ENSMUST00000069128	72397
ENSMUST00000177012	
ENSMUST00000131370	
ENSMUST00000191044	
ENSMUST00000034889	330953
ENSMUST00000060444	
ENSMUST00000119651	
ENSMUST00000028161	12613
ENSMUST00000124756	12613
ENSMUST00000175846	
ENSMUST00000202081	
ENSMUST00000155578	
ENSMUST00000209663	
ENSMUST00000210837	
ENSMUST00000211262	
ENSMUST00000149848	
ENSMUST00000142744	
ENSMUST00000098119	
ENSMUST00000211483	
ENSMUST00000227984	
ENSMUST00000195769	
ENSMUST00000210034	638251
ENSMUST00000209744	638251
ENSMUST00000211740	638251
ENSMUST00000108524	638251
ENSMUST00000147285	74438
ENSMUST00000128117	74438
ENSMUST00000038841	74438
ENSMUST00000142369	74438
ENSMUST00000141734	74438
ENSMUST00000108348	74438
ENSMUST00000141085	74438
ENSMUST00000135864	74438
ENSMUST00000138082	
ENSMUST00000228711	
ENSMUST00000091736	
ENSMUST00000211953	109215
ENSMUST00000114594	71435
ENSMUST00000173194	71435
ENSMUST00000141298	71435
ENSMUST00000131542	71435
ENSMUST00000174584	71435
ENSMUST00000127512	71435
ENSMUST00000143491	71435
ENSMUST00000136241	71435
ENSMUST00000174825	71435
ENSMUST00000173784	71435
ENSMUST00000154657	71435
ENSMUST00000156142	71435
ENSMUST00000140230	71435
ENSMUST00000125783	71435
ENSMUST00000131394	71435
ENSMUST00000173566	71435
ENSMUST00000173654	71435
ENSMUST00000154230	71435
ENSMUST00000166494	
ENSMUST00000103648	
ENSMUST00000125804	19415
ENSMUST00000031606	19415
ENSMUST00000156722	19415
ENSMUST00000148695	19415
ENSMUST00000154759	19415
ENSMUST00000108534	327957
ENSMUST00000074572	327957
ENSMUST00000190879	
ENSMUST00000191194	
ENSMUST00000187813	
ENSMUST00000188462	
ENSMUST00000196890	
ENSMUST00000209785	
ENSMUST00000180426	
ENSMUST00000211208	
ENSMUST00000197128	
ENSMUST00000207179	
ENSMUST00000033466	21947
ENSMUST00000179734	
ENSMUST00000202281	66049
ENSMUST00000023191	66049
ENSMUST00000201726	66049
ENSMUST00000202640	66049
ENSMUST00000201118	66049
ENSMUST00000202720	66049
ENSMUST00000201077	66049
ENSMUST00000201651	66049
ENSMUST00000202998	66049
ENSMUST00000090453	66049
ENSMUST00000227358	
ENSMUST00000224850	
ENSMUST00000225719	
ENSMUST00000121344	108105
ENSMUST00000079780	108105
ENSMUST00000152845	108105
ENSMUST00000131557	108105
ENSMUST00000155780	108105
ENSMUST00000119468	108105
ENSMUST00000164397	108105
ENSMUST00000090848	20342
ENSMUST00000132162	20342
ENSMUST00000173981	20342
ENSMUST00000173849	20342
ENSMUST00000131650	20342
ENSMUST00000174377	20342
ENSMUST00000174223	20342
ENSMUST00000209081	
ENSMUST00000180201	545611
ENSMUST00000223137	108089
ENSMUST00000020971	108089
ENSMUST00000062149	108089
ENSMUST00000220742	108089
ENSMUST00000222082	108089
ENSMUST00000222505	108089
ENSMUST00000221994	108089
ENSMUST00000228569	
ENSMUST00000189170	
ENSMUST00000185955	
ENSMUST00000182641	
ENSMUST00000239216	108169010
ENSMUST00000181360	
ENSMUST00000183652	
ENSMUST00000228890	
ENSMUST00000190851	109652
ENSMUST00000024031	109652
ENSMUST00000189097	109652
ENSMUST00000217531	109652
ENSMUST00000214275	109652
ENSMUST00000187324	109652
ENSMUST00000215395	109652
ENSMUST00000215506	109652
ENSMUST00000216400	109652
ENSMUST00000190803	109652
ENSMUST00000190972	109652
ENSMUST00000190900	109652
ENSMUST00000178906	
ENSMUST00000238374	
ENSMUST00000216108	
ENSMUST00000216007	
